9930 1069.69 877.583 723.544 603.782 509.879 434.941 374.002 323.401 280.352
9960 1070.21 878.312 724.342 604.574 510.624 435.614 374.583 323.878 280.714
9990 1070.73 879.037 725.137 605.362 511.366 436.283 375.162 324.352 281.073
10020 1071.25 879.759 725.928 606.146 512.104 436.949 375.737 324.823 281.43
10050 1071.77 880.479 726.716 606.927 512.838 437.611 376.309 325.291 281.784
10080 1072.28 881.195 727.5 607.705 513.569 438.27 376.878 325.757 282.136
10110 1072.79 881.909 728.281 608.479 514.296 438.926 377.444 326.219 282.486
10140 1073.3 882.62 729.059 609.249 515.02 439.578 378.006 326.679 282.833
10170 1073.81 883.327 729.834 610.016 515.74 440.227 378.566 327.136 283.178
10200 1074.32 884.032 730.605 610.78 516.457 440.873 379.122 327.59 283.521
10230 1074.82 884.734 731.373 611.54 517.17 441.515 379.675 328.042 283.861
10260 1075.33 885.434 732.137 612.297 517.88 442.154 380.225 328.491 284.199
10290 1075.83 886.13 732.899 613.05 518.587 442.79 380.773 328.937 284.535
10320 1076.33 886.824 733.657 613.8 519.291 443.422 381.317 329.38 284.869
10350 1076.82 887.514 734.412 614.547 519.991 444.052 381.858 329.821 285.2
